1,Potion,U1,67,6W,6W,25
1,Firesand,U1,67,67,7S,
1,Wooden Chair,U1,45,4W,4W,
1,Grilled Clam,U1,3W,3W,3W,
1,Necklace,U1,45,5U,5S,
1,Coral Ring,U1,45,4S,4S,
1,Barbut,2S,2S,2S,2S,
1,Macuahuitl,U1,3S,3S,3S,
1,Sauerkraut,U1,67,6W,6W,
1,Baked Pumpkin,U1,45,5U,5W,
1,Tunic,U1,45,5U,5W,
1,Culinary Knife,U1,67,67,7S,
1,Brush,2W,2W,2W,2W,
1,Boiled Egg,U1,67,67,7S,
1,Hora,U1,67,67,7W,
1,Earrings,U1,45,5U,5S,
1,Butter,U1,45,4S,4S,
1,Brick Counter,U1,45,4W,4W,
1,Bronze Sheep,U1,45,4S,4S,
1,Growth Formula,U1,3S,3S,3S,
1,Garnet Rapier,U1,67,67,6S,
1,Spruce Round Shield,U1,45,4W,4W,
1,Shark Oil,U1,67,67,6S,
1,Silver Ear Cuffs,U1,67,67,6S,
1,Sweet Popoto,U1,67,67,7W,
1,Parsnip Salad,2S,2S,2S,2S,
1,Caramels,U1,45,5U,5W,
1,Ribbon,U1,3S,3S,3S,
1,Rope,U1,67,6W,6W,
1,Cavalier's Hat,U1,67,6W,6W,
1,Horn,U1,3W,3W,3W,
1,Salt Cod,U1,67,67,7S,
1,Squid Ink,U1,3W,3W,3W,
1,Essential Draught,U1,3S,3S,3S,
1,Jam,U1,67,67,7W,
1,Tomato Relish,U1,67,67,7S,
1,Onion Soup,2W,2W,2W,2W,
1,Pie,U1,3W,3W,3W,
1,Corn Flakes,2S,2S,2S,2S,
1,Pickled Radish,U1,67,67,7W,
1,Iron Axe,U1,45,4S,4S,
1,Quartz Ring,U1,45,5U,5S,
1,Porcelain Vase,U1,67,67,7W,
1,Vegetable Juice,U1,45,5U,5W,
1,Pumpkin Pudding,2W,2W,2W,2W,
1,Sheepfluff Rug,U1,45,4W,4W,
1,Garden Scythe,2W,2W,2W,2W,
1,Bed,U1,45,5U,5S,
1,Scale Fingers,2S,2S,2S,2S,
1,Crook,U1,67,67,6S,
2,Potion,U1,45,4W,4W,83
2,Firesand,U1,3W,3W,3W,
2,Wooden Chair,U1,67,67,7S,
2,Grilled Clam,U1,3W,3W,3W,
2,Necklace,U1,67,6W,6W,
2,Coral Ring,U1,67,67,7W,
2,Barbut,U1,45,4W,4W,
2,Macuahuitl,U1,3W,3W,3W,
2,Sauerkraut,U1,67,67,6S,
2,Baked Pumpkin,2S,2S,2S,2S,
2,Tunic,U1,45,5U,5S,
2,Culinary Knife,2W,2W,2W,2W,
2,Brush,U1,45,5U,5W,
2,Boiled Egg,U1,67,6W,6W,
2,Hora,U1,3S,3S,3S,
2,Earrings,U1,45,5U,5S,
2,Butter,U1,67,67,7S,
2,Brick Counter,2S,2S,2S,2S,
2,Bronze Sheep,2W,2W,2W,2W,
2,Growth Formula,U1,45,5U,5S,
2,Garnet Rapier,U1,67,67,7S,
2,Spruce Round Shield,U1,45,5U,5W,
2,Shark Oil,2S,2S,2S,2S,
2,Silver Ear Cuffs,U1,67,67,7W,
2,Sweet Popoto,U1,3W,3W,3W,
2,Parsnip Salad,2W,2W,2W,2W,
2,Caramels,U1,67,67,6S,
2,Ribbon,U1,67,67,7W,
2,Rope,2W,2W,2W,2W,
2,Cavalier's Hat,U1,67,6W,6W,
2,Horn,U1,67,67,6S,
2,Salt Cod,U1,67,67,7S,
2,Squid Ink,U1,67,67,6S,
2,Essential Draught,U1,45,4S,4S,
2,Jam,2S,2S,2S,2S,
2,Tomato Relish,U1,67,6W,6W,
2,Onion Soup,U1,67,67,7S,
2,Pie,U1,3S,3S,3S,
2,Corn Flakes,U1,45,4W,4W,
2,Pickled Radish,U1,45,4S,4S,
2,Iron Axe,U1,45,4W,4W,
2,Quartz Ring,U1,45,4S,4S,
2,Porcelain Vase,U1,45,5U,5W,
2,Vegetable Juice,U1,67,67,7W,
2,Pumpkin Pudding,U1,45,4S,4S,
2,Sheepfluff Rug,U1,45,5U,5S,
2,Garden Scythe,U1,67,67,7W,
2,Bed,U1,3S,3S,3S,
2,Scale Fingers,U1,3S,3S,3S,
2,Crook,U1,45,5U,5W,
3,Potion,U1,67,67,7W,31
3,Firesand,U1,67,67,6S,
3,Wooden Chair,U1,45,5U,5S,
3,Grilled Clam,U1,45,4S,4S,
3,Necklace,U1,67,67,7S,
3,Coral Ring,U1,67,67,7W,
3,Barbut,U1,45,4S,4S,
3,Macuahuitl,U1,45,4W,4W,
3,Sauerkraut,U1,3S,3S,3S,
3,Baked Pumpkin,U1,67,6W,6W,
3,Tunic,U1,67,67,6S,
3,Culinary Knife,2W,2W,2W,2W,
3,Brush,U1,67,67,6S,
3,Boiled Egg,U1,45,5U,5W,
3,Hora,U1,45,5U,5W,
3,Earrings,U1,3W,3W,3W,
3,Butter,U1,67,67,7W,
3,Brick Counter,U1,67,67,7W,
3,Bronze Sheep,U1,45,5U,5S,
3,Growth Formula,U1,3S,3S,3S,
3,Garnet Rapier,U1,67,67,7W,
3,Spruce Round Shield,U1,67,6W,6W,
3,Shark Oil,U1,45,4W,4W,
3,Silver Ear Cuffs,U1,45,5U,5W,
3,Sweet Popoto,U1,67,67,6S,
3,Parsnip Salad,U1,3W,3W,3W,
3,Caramels,U1,3W,3W,3W,
3,Ribbon,U1,45,5U,5S,
3,Rope,U1,67,67,7S,
3,Cavalier's Hat,U1,67,67,7S,
3,Horn,U1,3W,3W,3W,
3,Salt Cod,U1,67,67,7S,
3,Squid Ink,2S,2S,2S,2S,
3,Essential Draught,2S,2S,2S,2S,
3,Jam,2S,2S,2S,2S,
3,Tomato Relish,U1,45,5U,5S,
3,Onion Soup,U1,3S,3S,3S,
3,Pie,U1,45,4W,4W,
3,Corn Flakes,U1,67,6W,6W,
3,Pickled Radish,U1,45,5U,5W,
3,Iron Axe,U1,67,67,7S,
3,Quartz Ring,U1,67,6W,6W,
3,Porcelain Vase,U1,45,4W,4W,
3,Vegetable Juice,2W,2W,2W,2W,
3,Pumpkin Pudding,U1,45,4S,4S,
3,Sheepfluff Rug,2S,2S,2S,2S,
3,Garden Scythe,U1,45,4S,4S,
3,Bed,2W,2W,2W,2W,
3,Scale Fingers,2W,2W,2W,2W,
3,Crook,U1,3S,3S,3S,
4,Potion,U1,45,4W,4W,51
4,Firesand,U1,67,6W,6W,
4,Wooden Chair,U1,67,67,7W,
4,Grilled Clam,U1,67,6W,6W,
4,Necklace,U1,67,67,7S,
4,Coral Ring,2W,2W,2W,2W,
4,Barbut,U1,67,67,7S,
4,Macuahuitl,2S,2S,2S,2S,
4,Sauerkraut,U1,67,67,7W,
4,Baked Pumpkin,U1,45,5U,5W,
4,Tunic,U1,45,4W,4W,
4,Culinary Knife,U1,3S,3S,3S,
4,Brush,U1,45,4S,4S,
4,Boiled Egg,U1,3W,3W,3W,
4,Hora,U1,45,5U,5S,
4,Earrings,U1,67,67,6S,
4,Butter,2W,2W,2W,2W,
4,Brick Counter,2W,2W,2W,2W,
4,Bronze Sheep,U1,67,67,6S,
4,Growth Formula,U1,45,4W,4W,
4,Garnet Rapier,U1,67,67,7S,
4,Spruce Round Shield,U1,67,67,6S,
4,Shark Oil,U1,3W,3W,3W,
4,Silver Ear Cuffs,U1,3W,3W,3W,
4,Sweet Popoto,U1,3W,3W,3W,
4,Parsnip Salad,U1,3S,3S,3S,
4,Caramels,U1,67,67,6S,
4,Ribbon,U1,67,6W,6W,
4,Rope,U1,45,5U,5S,
4,Cavalier's Hat,U1,45,4W,4W,
4,Horn,U1,67,67,7W,
4,Salt Cod,2W,2W,2W,2W,
4,Squid Ink,U1,67,67,7S,
4,Essential Draught,U1,67,67,7W,
4,Jam,2S,2S,2S,2S,
4,Tomato Relish,2S,2S,2S,2S,
4,Onion Soup,U1,45,4S,4S,
4,Pie,U1,45,5U,5W,
4,Corn Flakes,2S,2S,2S,2S,
4,Pickled Radish,U1,45,5U,5W,
4,Iron Axe,U1,45,4S,4S,
4,Quartz Ring,U1,3S,3S,3S,
4,Porcelain Vase,U1,45,5U,5S,
4,Vegetable Juice,U1,45,5U,5S,
4,Pumpkin Pudding,U1,45,5U,5W,
4,Sheepfluff Rug,U1,67,6W,6W,
4,Garden Scythe,U1,3S,3S,3S,
4,Bed,U1,45,4S,4S,
4,Scale Fingers,U1,67,67,7S,
4,Crook,U1,67,67,7W,
5,Potion,U1,67,6W,6W,96
5,Firesand,U1,45,5U,5W,
5,Wooden Chair,U1,45,5U,5S,
5,Grilled Clam,U1,3W,3W,3W,
5,Necklace,U1,67,67,6S,
5,Coral Ring,2S,2S,2S,2S,
5,Barbut,2W,2W,2W,2W,
5,Macuahuitl,U1,3W,3W,3W,
5,Sauerkraut,U1,67,67,7S,
5,Baked Pumpkin,2S,2S,2S,2S,
5,Tunic,U1,45,4S,4S,
5,Culinary Knife,U1,67,67,7W,
5,Brush,U1,45,4S,4S,
5,Boiled Egg,2W,2W,2W,2W,
5,Hora,U1,67,67,7W,
5,Earrings,U1,3S,3S,3S,
5,Butter,U1,67,67,6S,
5,Brick Counter,2S,2S,2S,2S,
5,Bronze Sheep,U1,3W,3W,3W,
5,Growth Formula,U1,67,67,6S,
5,Garnet Rapier,U1,67,67,7W,
5,Spruce Round Shield,U1,67,67,7W,
5,Shark Oil,U1,3S,3S,3S,
5,Silver Ear Cuffs,2S,2S,2S,2S,
5,Sweet Popoto,U1,45,4S,4S,
5,Parsnip Salad,U1,3S,3S,3S,
5,Caramels,U1,67,67,7S,
5,Ribbon,U1,45,5U,5S,
5,Rope,U1,67,6W,6W,
5,Cavalier's Hat,U1,3W,3W,3W,
5,Horn,U1,45,5U,5W,
5,Salt Cod,2W,2W,2W,2W,
5,Squid Ink,U1,45,5U,5S,
5,Essential Draught,U1,45,4W,4W,
5,Jam,U1,45,5U,5W,
5,Tomato Relish,U1,67,67,7W,
5,Onion Soup,U1,45,4S,4S,
5,Pie,U1,45,5U,5W,
5,Corn Flakes,U1,45,5U,5S,
5,Pickled Radish,2W,2W,2W,2W,
5,Iron Axe,U1,67,6W,6W,
5,Quartz Ring,U1,3S,3S,3S,
5,Porcelain Vase,U1,67,67,7S,
5,Vegetable Juice,U1,45,4W,4W,
5,Pumpkin Pudding,U1,67,67,6S,
5,Sheepfluff Rug,U1,45,4W,4W,
5,Garden Scythe,U1,45,4W,4W,
5,Bed,U1,67,6W,6W,
5,Scale Fingers,U1,67,67,7S,
5,Crook,U1,67,67,7S,
6,Potion,U1,45,5U,5S,32
6,Firesand,U1,45,5U,5W,
6,Wooden Chair,U1,45,4W,4W,
6,Grilled Clam,U1,45,5U,5W,
6,Necklace,U1,67,67,6S,
6,Coral Ring,U1,45,5U,5W,
6,Barbut,U1,45,4W,4W,
6,Macuahuitl,2S,2S,2S,2S,
6,Sauerkraut,U1,67,67,7W,
6,Baked Pumpkin,2S,2S,2S,2S,
6,Tunic,U1,67,6W,6W,
6,Culinary Knife,U1,3S,3S,3S,
6,Brush,U1,67,67,7W,
6,Boiled Egg,U1,3S,3S,3S,
6,Hora,U1,3W,3W,3W,
6,Earrings,U1,67,67,7S,
6,Butter,U1,45,5U,5W,
6,Brick Counter,U1,45,4S,4S,
6,Bronze Sheep,U1,67,67,7S,
6,Growth Formula,2W,2W,2W,2W,
6,Garnet Rapier,U1,67,67,7S,
6,Spruce Round Shield,U1,67,67,7S,
6,Shark Oil,U1,67,67,7W,
6,Silver Ear Cuffs,U1,45,4S,4S,
6,Sweet Popoto,U1,45,5U,5S,
6,Parsnip Salad,U1,3W,3W,3W,
6,Caramels,U1,45,4W,4W,
6,Ribbon,2S,2S,2S,2S,
6,Rope,U1,67,6W,6W,
6,Cavalier's Hat,U1,3W,3W,3W,
6,Horn,U1,3S,3S,3S,
6,Salt Cod,U1,3W,3W,3W,
6,Squid Ink,U1,45,4S,4S,
6,Essential Draught,2W,2W,2W,2W,
6,Jam,U1,45,5U,5W,
6,Tomato Relish,2S,2S,2S,2S,
6,Onion Soup,U1,67,6W,6W,
6,Pie,U1,45,5U,5S,
6,Corn Flakes,2W,2W,2W,2W,
6,Pickled Radish,2W,2W,2W,2W,
6,Iron Axe,U1,67,67,6S,
6,Quartz Ring,U1,67,67,7W,
6,Porcelain Vase,U1,45,5U,5S,
6,Vegetable Juice,U1,67,67,7W,
6,Pumpkin Pudding,U1,67,67,6S,
6,Sheepfluff Rug,U1,3S,3S,3S,
6,Garden Scythe,U1,67,67,7S,
6,Bed,U1,45,4S,4S,
6,Scale Fingers,U1,67,67,6S,
6,Crook,U1,67,6W,6W,
7,Potion,U1,45,5U,5W,80
7,Firesand,U1,67,67,6S,
7,Wooden Chair,U1,67,67,7S,
7,Grilled Clam,2W,2W,2W,2W,
7,Necklace,U1,3W,3W,3W,
7,Coral Ring,U1,45,5U,5W,
7,Barbut,U1,45,5U,5S,
7,Macuahuitl,2W,2W,2W,2W,
7,Sauerkraut,U1,67,67,6S,
7,Baked Pumpkin,U1,67,67,6S,
7,Tunic,U1,67,6W,6W,
7,Culinary Knife,U1,45,4W,4W,
7,Brush,2S,2S,2S,2S,
7,Boiled Egg,U1,67,67,6S,
7,Hora,U1,45,4S,4S,
7,Earrings,U1,45,5U,5W,
7,Butter,U1,45,4S,4S,
7,Brick Counter,U1,45,5U,5W,
7,Bronze Sheep,U1,67,6W,6W,
7,Growth Formula,U1,67,67,7S,
7,Garnet Rapier,U1,67,67,7S,
7,Spruce Round Shield,U1,3S,3S,3S,
7,Shark Oil,U1,45,4W,4W,
7,Silver Ear Cuffs,U1,3W,3W,3W,
7,Sweet Popoto,2S,2S,2S,2S,
7,Parsnip Salad,U1,3W,3W,3W,
7,Caramels,U1,3S,3S,3S,
7,Ribbon,2W,2W,2W,2W,
7,Rope,U1,45,4S,4S,
7,Cavalier's Hat,U1,67,67,7W,
7,Horn,U1,45,5U,5S,
7,Salt Cod,U1,67,67,7W,
7,Squid Ink,U1,67,67,7S,
7,Essential Draught,U1,67,67,7S,
7,Jam,U1,67,67,7W,
7,Tomato Relish,U1,45,5U,5W,
7,Onion Soup,U1,45,4S,4S,
7,Pie,U1,67,6W,6W,
7,Corn Flakes,U1,45,4W,4W,
7,Pickled Radish,U1,67,67,7W,
7,Iron Axe,U1,3W,3W,3W,
7,Quartz Ring,2S,2S,2S,2S,
7,Porcelain Vase,U1,3S,3S,3S,
7,Vegetable Juice,2S,2S,2S,2S,
7,Pumpkin Pudding,U1,45,5U,5S,
7,Sheepfluff Rug,U1,3S,3S,3S,
7,Garden Scythe,U1,45,4W,4W,
7,Bed,U1,67,67,7W,
7,Scale Fingers,2W,2W,2W,2W,
7,Crook,U1,67,6W,6W,
8,Potion,U1,67,6W,6W,98
8,Firesand,U1,3S,3S,3S,
8,Wooden Chair,U1,67,67,7S,
8,Grilled Clam,U1,3S,3S,3S,
8,Necklace,2S,2S,2S,2S,
8,Coral Ring,U1,67,67,7W,
8,Barbut,U1,45,5U,5S,
8,Macuahuitl,U1,67,67,7S,
8,Sauerkraut,U1,3W,3W,3W,
8,Baked Pumpkin,2W,2W,2W,2W,
8,Tunic,U1,67,67,7W,
8,Culinary Knife,U1,45,4W,4W,
8,Brush,U1,45,4S,4S,
8,Boiled Egg,U1,3W,3W,3W,
8,Hora,U1,67,67,7S,
8,Earrings,U1,3S,3S,3S,
8,Butter,U1,67,67,6S,
8,Brick Counter,U1,67,6W,6W,
8,Bronze Sheep,U1,45,5U,5S,
8,Growth Formula,U1,67,67,7S,
8,Garnet Rapier,U1,45,4S,4S,
8,Spruce Round Shield,U1,3W,3W,3W,
8,Shark Oil,U1,67,67,7S,
8,Silver Ear Cuffs,U1,45,5U,5S,
8,Sweet Popoto,U1,3W,3W,3W,
8,Parsnip Salad,U1,45,5U,5W,
8,Caramels,2S,2S,2S,2S,
8,Ribbon,U1,67,6W,6W,
8,Rope,U1,67,67,6S,
8,Cavalier's Hat,2W,2W,2W,2W,
8,Horn,U1,67,67,6S,
8,Salt Cod,U1,45,4W,4W,
8,Squid Ink,U1,45,5U,5W,
8,Essential Draught,U1,67,67,6S,
8,Jam,U1,45,4S,4S,
8,Tomato Relish,U1,67,6W,6W,
8,Onion Soup,U1,67,67,7W,
8,Pie,2W,2W,2W,2W,
8,Corn Flakes,2S,2S,2S,2S,
8,Pickled Radish,U1,45,5U,5S,
8,Iron Axe,2W,2W,2W,2W,
8,Quartz Ring,2S,2S,2S,2S,
8,Porcelain Vase,U1,45,5U,5W,
8,Vegetable Juice,U1,45,4W,4W,
8,Pumpkin Pudding,U1,45,4W,4W,
8,Sheepfluff Rug,U1,45,4S,4S,
8,Garden Scythe,U1,45,5U,5W,
8,Bed,U1,67,67,7W,
8,Scale Fingers,U1,3S,3S,3S,
8,Crook,U1,67,67,7W,
9,Potion,U1,67,67,7W,93
9,Firesand,U1,3S,3S,3S,
9,Wooden Chair,U1,67,6W,6W,
9,Grilled Clam,2W,2W,2W,2W,
9,Necklace,2S,2S,2S,2S,
9,Coral Ring,U1,45,4W,4W,
9,Barbut,2S,2S,2S,2S,
9,Macuahuitl,U1,45,4W,4W,
9,Sauerkraut,U1,3W,3W,3W,
9,Baked Pumpkin,2S,2S,2S,2S,
9,Tunic,U1,3S,3S,3S,
9,Culinary Knife,U1,3S,3S,3S,
9,Brush,U1,67,67,7W,
9,Boiled Egg,U1,67,67,7S,
9,Hora,2W,2W,2W,2W,
9,Earrings,U1,45,5U,5S,
9,Butter,U1,67,67,7S,
9,Brick Counter,U1,67,67,7S,
9,Bronze Sheep,U1,45,4W,4W,
9,Growth Formula,U1,67,67,7W,
9,Garnet Rapier,U1,67,6W,6W,
9,Spruce Round Shield,U1,67,67,7S,
9,Shark Oil,U1,67,67,7S,
9,Silver Ear Cuffs,U1,3S,3S,3S,
9,Sweet Popoto,U1,45,4S,4S,
9,Parsnip Salad,U1,45,4S,4S,
9,Caramels,U1,67,6W,6W,
9,Ribbon,2W,2W,2W,2W,
9,Rope,U1,67,67,6S,
9,Cavalier's Hat,U1,45,5U,5S,
9,Horn,U1,45,4S,4S,
9,Salt Cod,U1,67,67,7W,
9,Squid Ink,U1,45,5U,5W,
9,Essential Draught,U1,67,67,7W,
9,Jam,U1,45,5U,5W,
9,Tomato Relish,2W,2W,2W,2W,
9,Onion Soup,U1,3W,3W,3W,
9,Pie,U1,45,5U,5S,
9,Corn Flakes,U1,45,5U,5W,
9,Pickled Radish,U1,3W,3W,3W,
9,Iron Axe,U1,67,67,6S,
9,Quartz Ring,U1,45,5U,5S,
9,Porcelain Vase,U1,45,5U,5W,
9,Vegetable Juice,2S,2S,2S,2S,
9,Pumpkin Pudding,U1,45,4W,4W,
9,Sheepfluff Rug,U1,67,67,6S,
9,Garden Scythe,U1,67,6W,6W,
9,Bed,U1,45,4S,4S,
9,Scale Fingers,U1,67,67,6S,
9,Crook,U1,3W,3W,3W,
10,Potion,U1,67,6W,6W,39
10,Firesand,U1,67,6W,6W,
10,Wooden Chair,U1,67,67,6S,
10,Grilled Clam,U1,67,67,6S,
10,Necklace,U1,45,5U,5W,
10,Coral Ring,U1,3W,3W,3W,
10,Barbut,U1,3S,3S,3S,
10,Macuahuitl,2S,2S,2S,2S,
10,Sauerkraut,U1,67,67,6S,
10,Baked Pumpkin,U1,67,67,7W,
10,Tunic,2W,2W,2W,2W,
10,Culinary Knife,U1,45,5U,5W,
10,Brush,U1,45,5U,5W,
10,Boiled Egg,U1,67,6W,6W,
10,Hora,U1,3W,3W,3W,
10,Earrings,U1,67,67,7S,
10,Butter,U1,45,5U,5S,
10,Brick Counter,U1,3S,3S,3S,
10,Bronze Sheep,U1,45,4W,4W,
10,Growth Formula,U1,45,4S,4S,
10,Garnet Rapier,U1,45,5U,5S,
10,Spruce Round Shield,U1,45,4W,4W,
10,Shark Oil,U1,3S,3S,3S,
10,Silver Ear Cuffs,U1,45,5U,5S,
10,Sweet Popoto,U1,67,67,7S,
10,Parsnip Salad,U1,45,4W,4W,
10,Caramels,U1,67,67,7W,
10,Ribbon,U1,67,67,7W,
10,Rope,2W,2W,2W,2W,
10,Cavalier's Hat,U1,45,4S,4S,
10,Horn,2S,2S,2S,2S,
10,Salt Cod,U1,67,67,7W,
